"","year","month","UF","nconcep","nconcep_educ_low","nconcep_educ_high","nconcep_age_young","nconcep_age_old","nfetal","nfetal_educ_low","nfetal_educ_high","nfetal_age_young","nfetal_age_old","totalconcep","totalconcep_educ_low","totalconcep_educ_high","totalconcep_age_young","totalconcep_age_old"
"201",2019,3,"MS",3326,974,2352,1382,1944,34,13,21,13,21,3360,987,2373,1395,1965
"202",2019,3,"MT",4361,898,3463,1820,2541,41,12,29,18,23,4402,910,3492,1838,2564
"203",2019,3,"PA",9826,3878,5948,4860,4966,137,66,71,60,77,9963,3944,6019,4920,5043
"204",2019,3,"PB",3914,1276,2638,1556,2358,39,19,20,20,19,3953,1295,2658,1576,2377
"205",2019,3,"PE",9298,2986,6312,3923,5375,88,38,50,38,50,9386,3024,6362,3961,5425
"206",2019,3,"PI",3319,1081,2238,1458,1861,33,14,19,18,15,3352,1095,2257,1476,1876
"207",2019,3,"PR",11737,2796,8941,4154,7583,73,17,56,19,54,11810,2813,8997,4173,7637
"208",2019,3,"RJ",15032,3680,11352,5693,9339,172,61,111,63,109,15204,3741,11463,5756,9448
"209",2019,3,"RN",2895,1010,1885,1142,1753,36,11,25,10,26,2931,1021,1910,1152,1779
"210",2019,3,"RO",1924,567,1357,850,1074,14,6,8,7,7,1938,573,1365,857,1081
"211",2019,3,"RR",1136,359,777,569,567,8,4,4,3,5,1144,363,781,572,572
"212",2019,3,"RS",10606,3019,7587,3510,7096,66,29,37,19,47,10672,3048,7624,3529,7143
"213",2019,3,"SC",7417,1640,5777,2435,4982,69,18,51,22,47,7486,1658,5828,2457,5029
"214",2019,3,"SE",2392,936,1456,1000,1392,29,11,18,13,16,2421,947,1474,1013,1408
"215",2019,3,"SP",43973,6928,37045,14409,29564,356,91,265,113,243,44329,7019,37310,14522,29807
"216",2019,3,"TO",1799,453,1346,815,984,19,8,11,12,7,1818,461,1357,827,991
"217",2019,4,"AC",1033,442,591,545,488,14,10,4,7,7,1047,452,595,552,495
"218",2019,4,"AL",3223,1327,1896,1581,1642,25,13,12,12,13,3248,1340,1908,1593,1655
"219",2019,4,"AM",5788,2002,3786,2973,2815,90,29,61,44,46,5878,2031,3847,3017,2861
"220",2019,4,"AP",1000,349,651,488,512,13,8,5,7,6,1013,357,656,495,518
"221",2019,4,"BA",12554,3885,8669,5036,7518,172,69,103,66,106,12726,3954,8772,5102,7624
"222",2019,4,"CE",8570,2543,6027,3466,5104,96,38,58,36,60,8666,2581,6085,3502,5164
"223",2019,4,"DF",3007,496,2511,900,2107,29,5,24,8,21,3036,501,2535,908,2128
"224",2019,4,"ES",4169,1125,3044,1547,2622,27,12,15,9,18,4196,1137,3059,1556,2640
"225",2019,4,"GO",7051,1537,5514,2656,4395,50,18,32,18,32,7101,1555,5546,2674,4427
"226",2019,4,"MA",7017,2438,4579,3576,3441,90,49,41,46,44,7107,2487,4620,3622,3485
"227",2019,4,"MG",18396,3861,14535,6341,12055,178,52,126,60,118,18574,3913,14661,6401,12173
"228",2019,4,"MS",3456,1010,2446,1408,2048,29,16,13,13,16,3485,1026,2459,1421,2064
"229",2019,4,"MT",4297,822,3475,1849,2448,43,18,25,18,25,4340,840,3500,1867,2473
"230",2019,4,"PA",9165,3530,5635,4740,4425,112,48,64,40,72,9277,3578,5699,4780,4497
"231",2019,4,"PB",3807,1303,2504,1544,2263,36,11,25,11,25,3843,1314,2529,1555,2288
"232",2019,4,"PE",8932,2874,6058,3869,5063,103,36,67,47,56,9035,2910,6125,3916,5119
"233",2019,4,"PI",3032,964,2068,1325,1707,48,20,28,18,30,3080,984,2096,1343,1737
"234",2019,4,"PR",11856,2694,9162,4207,7649,75,24,51,27,48,11931,2718,9213,4234,7697
"235",2019,4,"RJ",15434,3948,11486,5911,9523,183,70,113,68,115,15617,4018,11599,5979,9638
"236",2019,4,"RN",3022,977,2045,1190,1832,28,17,11,12,16,3050,994,2056,1202,1848
"237",2019,4,"RO",1878,521,1357,818,1060,13,5,8,5,8,1891,526,1365,823,1068
"238",2019,4,"RR",1040,328,712,537,503,9,3,6,6,3,1049,331,718,543,506
"239",2019,4,"RS",10666,3030,7636,3594,7072,60,26,34,21,39,10726,3056,7670,3615,7111
"240",2019,4,"SC",7795,1778,6017,2656,5139,59,26,33,22,37,7854,1804,6050,2678,5176
"241",2019,4,"SE",2359,854,1505,1001,1358,24,15,9,8,16,2383,869,1514,1009,1374
"242",2019,4,"SP",43653,6619,37034,14372,29281,365,95,270,119,246,44018,6714,37304,14491,29527
"243",2019,4,"TO",1640,376,1264,722,918,13,6,7,4,9,1653,382,1271,726,927
"244",2019,5,"AC",1200,529,671,615,585,6,2,4,2,4,1206,531,675,617,589
"245",2019,5,"AL",3635,1553,2082,1824,1811,27,13,14,11,16,3662,1566,2096,1835,1827
"246",2019,5,"AM",6529,2228,4301,3349,3180,79,28,51,32,47,6608,2256,4352,3381,3227
"247",2019,5,"AP",971,360,611,490,481,21,12,9,11,10,992,372,620,501,491
"248",2019,5,"BA",14477,4411,10066,5731,8746,157,53,104,53,104,14634,4464,10170,5784,8850
"249",2019,5,"CE",9454,2873,6581,3716,5738,98,52,46,35,63,9552,2925,6627,3751,5801
"250",2019,5,"DF",3303,526,2777,982,2321,35,5,30,11,24,3338,531,2807,993,2345
"251",2019,5,"ES",4671,1233,3438,1636,3035,30,18,12,13,17,4701,1251,3450,1649,3052
"252",2019,5,"GO",7999,1584,6415,3125,4874,55,13,42,23,32,8054,1597,6457,3148,4906
"253",2019,5,"MA",7504,2451,5053,3751,3753,99,53,46,41,58,7603,2504,5099,3792,3811
"254",2019,5,"MG",20920,4288,16632,7170,13750,191,57,134,60,131,21111,4345,16766,7230,13881
"255",2019,5,"MS",3583,1088,2495,1480,2103,36,19,17,16,20,3619,1107,2512,1496,2123
"256",2019,5,"MT",4695,894,3801,1936,2759,49,17,32,13,36,4744,911,3833,1949,2795
"257",2019,5,"PA",10027,3904,6123,5184,4843,113,50,63,53,60,10140,3954,6186,5237,4903
"258",2019,5,"PB",4357,1496,2861,1812,2545,41,18,23,19,22,4398,1514,2884,1831,2567
"259",2019,5,"PE",10221,3221,7000,4298,5923,113,57,56,40,73,10334,3278,7056,4338,5996
"260",2019,5,"PI",3315,1030,2285,1458,1857,23,5,18,8,15,3338,1035,2303,1466,1872
"261",2019,5,"PR",12859,2886,9973,4499,8360,93,17,76,36,57,12952,2903,10049,4535,8417
"262",2019,5,"RJ",17166,4355,12811,6604,10562,196,77,119,85,111,17362,4432,12930,6689,10673
"263",2019,5,"RN",3536,1120,2416,1382,2154,32,15,17,11,21,3568,1135,2433,1393,2175
"264",2019,5,"RO",2015,564,1451,886,1129,21,8,13,11,10,2036,572,1464,897,1139
"265",2019,5,"RR",1213,399,814,598,615,18,3,15,8,10,1231,402,829,606,625
"266",2019,5,"RS",11935,3318,8617,3981,7954,78,32,46,28,50,12013,3350,8663,4009,8004
"267",2019,5,"SC",8218,1828,6390,2675,5543,54,23,31,20,34,8272,1851,6421,2695,5577
"268",2019,5,"SE",2601,1028,1573,1142,1459,24,7,17,12,12,2625,1035,1590,1154,1471
"269",2019,5,"SP",48302,7530,40772,15763,32539,358,78,280,132,226,48660,7608,41052,15895,32765
"270",2019,5,"TO",1843,440,1403,828,1015,26,14,12,11,15,1869,454,1415,839,1030
"271",2020,1,"AC",1224,461,763,606,618,9,4,5,6,3,1233,465,768,612,621
"272",2020,1,"AL",4180,1626,2554,2033,2147,33,17,16,11,22,4213,1643,2570,2044,2169
"273",2020,1,"AM",6490,2145,4345,3335,3155,58,24,34,26,32,6548,2169,4379,3361,3187
"274",2020,1,"AP",1294,448,846,625,669,9,2,7,4,5,1303,450,853,629,674
"275",2020,1,"BA",14676,4489,10187,5846,8830,169,67,102,54,115,14845,4556,10289,5900,8945
"276",2020,1,"CE",9215,2703,6512,3649,5566,89,42,47,33,56,9304,2745,6559,3682,5622
"277",2020,1,"DF",3360,486,2874,1007,2353,24,4,20,4,20,3384,490,2894,1011,2373
"278",2020,1,"ES",4091,1065,3026,1442,2649,28,9,19,16,12,4119,1074,3045,1458,2661
"279",2020,1,"GO",7415,1419,5996,2876,4539,70,16,54,27,43,7485,1435,6050,2903,4582
"280",2020,1,"MA",8641,2905,5736,4390,4251,106,53,53,42,64,8747,2958,5789,4432,4315
"281",2020,1,"MG",19276,3811,15465,6358,12918,146,40,106,62,84,19422,3851,15571,6420,13002
"282",2020,1,"MS",3213,874,2339,1308,1905,29,12,17,15,14,3242,886,2356,1323,1919
"283",2020,1,"MT",4524,866,3658,1854,2670,45,21,24,13,32,4569,887,3682,1867,2702
"284",2020,1,"PA",11129,4247,6882,5704,5425,127,63,64,55,72,11256,4310,6946,5759,5497
"285",2020,1,"PB",4534,1509,3025,1819,2715,50,22,28,20,30,4584,1531,3053,1839,2745
"286",2020,1,"PE",10456,3308,7148,4447,6009,88,39,49,35,53,10544,3347,7197,4482,6062
"287",2020,1,"PI",3824,1205,2619,1724,2100,44,21,23,12,32,3868,1226,2642,1736,2132
"288",2020,1,"PR",11344,2549,8795,3998,7346,54,15,39,12,42,11398,2564,8834,4010,7388
"289",2020,1,"RJ",14984,3505,11479,5659,9325,175,65,110,76,99,15159,3570,11589,5735,9424
"290",2020,1,"RN",3428,1128,2300,1310,2118,31,17,14,11,20,3459,1145,2314,1321,2138
"291",2020,1,"RO",2006,571,1435,857,1149,21,12,9,8,13,2027,583,1444,865,1162
"292",2020,1,"RR",1236,412,824,608,628,7,2,5,4,3,1243,414,829,612,631
"293",2020,1,"RS",10331,2683,7648,3359,6972,74,20,54,18,56,10405,2703,7702,3377,7028
"294",2020,1,"SC",7701,1602,6099,2492,5209,67,17,50,18,49,7768,1619,6149,2510,5258
"295",2020,1,"SE",2488,924,1564,984,1504,19,8,11,7,12,2507,932,1575,991,1516
"296",2020,1,"SP",43440,6195,37245,14005,29435,296,67,229,101,195,43736,6262,37474,14106,29630
"297",2020,1,"TO",1909,398,1511,847,1062,14,9,5,9,5,1923,407,1516,856,1067
"298",2020,2,"AC",1068,446,622,559,509,13,7,6,5,8,1081,453,628,564,517
"299",2020,2,"AL",3619,1407,2212,1766,1853,29,13,16,15,14,3648,1420,2228,1781,1867
"300",2020,2,"AM",5875,2009,3866,2990,2885,53,23,30,24,29,5928,2032,3896,3014,2914
"301",2020,2,"AP",1128,402,726,558,570,7,5,2,2,5,1135,407,728,560,575
"302",2020,2,"BA",12846,3925,8921,5161,7685,148,50,98,53,95,12994,3975,9019,5214,7780
"303",2020,2,"CE",8312,2336,5976,3205,5107,83,39,44,37,46,8395,2375,6020,3242,5153
"304",2020,2,"DF",2974,471,2503,891,2083,14,2,12,4,10,2988,473,2515,895,2093
"305",2020,2,"ES",3992,1023,2969,1368,2624,24,13,11,11,13,4016,1036,2980,1379,2637
"306",2020,2,"GO",6674,1253,5421,2523,4151,61,22,39,20,41,6735,1275,5460,2543,4192
"307",2020,2,"MA",7461,2477,4984,3792,3669,77,36,41,28,49,7538,2513,5025,3820,3718
"308",2020,2,"MG",17526,3543,13983,5828,11698,168,49,119,77,91,17694,3592,14102,5905,11789
"309",2020,2,"MS",2623,724,1899,1004,1619,22,6,16,6,16,2645,730,1915,1010,1635
"310",2020,2,"MT",4229,815,3414,1785,2444,38,14,24,12,26,4267,829,3438,1797,2470
"311",2020,2,"PA",9939,3812,6127,5055,4884,102,48,54,42,60,10041,3860,6181,5097,4944
"312",2020,2,"PB",4022,1277,2745,1596,2426,33,9,24,12,21,4055,1286,2769,1608,2447
"313",2020,2,"PE",9308,2950,6358,4004,5304,92,35,57,41,51,9400,2985,6415,4045,5355
"314",2020,2,"PI",3350,1053,2297,1478,1872,29,11,18,12,17,3379,1064,2315,1490,1889
"315",2020,2,"PR",10537,2353,8184,3694,6843,63,16,47,24,39,10600,2369,8231,3718,6882
"316",2020,2,"RJ",13940,3277,10663,5342,8598,153,59,94,59,94,14093,3336,10757,5401,8692
"317",2020,2,"RN",3149,1016,2133,1189,1960,39,18,21,15,24,3188,1034,2154,1204,1984
"318",2020,2,"RO",1830,531,1299,801,1029,18,8,10,8,10,1848,539,1309,809,1039
"319",2020,2,"RR",1108,411,697,550,558,7,3,4,4,3,1115,414,701,554,561
"320",2020,2,"RS",9466,2493,6973,3106,6360,66,18,48,25,41,9532,2511,7021,3131,6401
"321",2020,2,"SC",7011,1513,5498,2233,4778,61,12,49,19,42,7072,1525,5547,2252,4820
"322",2020,2,"SE",2152,821,1331,849,1303,20,11,9,6,14,2172,832,1340,855,1317
"323",2020,2,"SP",40547,5917,34630,13116,27431,311,62,249,88,223,40858,5979,34879,13204,27654
"324",2020,2,"TO",1782,411,1371,809,973,12,3,9,5,7,1794,414,1380,814,980
"325",2020,3,"AC",1103,426,677,518,585,12,4,8,5,7,1115,430,685,523,592
"326",2020,3,"AL",3420,1380,2040,1664,1756,30,17,13,12,18,3450,1397,2053,1676,1774
"327",2020,3,"AM",5894,1931,3963,2944,2950,75,38,37,28,47,5969,1969,4000,2972,2997
"328",2020,3,"AP",1095,401,694,530,565,10,4,6,3,7,1105,405,700,533,572
"329",2020,3,"BA",12665,3926,8739,5003,7662,173,73,100,65,108,12838,3999,8839,5068,7770
"330",2020,3,"CE",8266,2312,5954,3275,4991,81,24,57,29,52,8347,2336,6011,3304,5043
"331",2020,3,"DF",2786,418,2368,798,1988,31,2,29,9,22,2817,420,2397,807,2010
"332",2020,3,"ES",3978,1041,2937,1387,2591,29,10,19,10,19,4007,1051,2956,1397,2610
"333",2020,3,"GO",6719,1334,5385,2633,4086,56,11,45,23,33,6775,1345,5430,2656,4119
"334",2020,3,"MA",7027,2273,4754,3507,3520,90,47,43,46,44,7117,2320,4797,3553,3564
"335",2020,3,"MG",18471,3699,14772,6314,12157,186,46,140,63,123,18657,3745,14912,6377,12280
"336",2020,3,"MS",2897,834,2063,1174,1723,37,14,23,15,22,2934,848,2086,1189,1745
"337",2020,3,"MT",4272,867,3405,1816,2456,37,9,28,11,26,4309,876,3433,1827,2482
"338",2020,3,"PA",9844,3880,5964,5002,4842,109,47,62,53,56,9953,3927,6026,5055,4898
"339",2020,3,"PB",4034,1332,2702,1632,2402,36,13,23,11,25,4070,1345,2725,1643,2427
"340",2020,3,"PE",9151,2982,6169,3981,5170,93,28,65,35,58,9244,3010,6234,4016,5228
"341",2020,3,"PI",3103,995,2108,1310,1793,36,16,20,21,15,3139,1011,2128,1331,1808
"342",2020,3,"PR",11360,2544,8816,4074,7286,79,26,53,32,47,11439,2570,8869,4106,7333
"343",2020,3,"RJ",14824,3610,11214,5776,9048,153,66,87,58,95,14977,3676,11301,5834,9143
"344",2020,3,"RN",3258,1101,2157,1281,1977,33,15,18,13,20,3291,1116,2175,1294,1997
"345",2020,3,"RO",1962,529,1433,846,1116,11,4,7,5,6,1973,533,1440,851,1122
"346",2020,3,"RR",1100,367,733,542,558,4,1,3,1,3,1104,368,736,543,561
"347",2020,3,"RS",10125,2823,7302,3373,6752,73,24,49,28,45,10198,2847,7351,3401,6797
"348",2020,3,"SC",7623,1699,5924,2578,5045,52,21,31,14,38,7675,1720,5955,2592,5083
"349",2020,3,"SE",2248,892,1356,988,1260,25,12,13,11,14,2273,904,1369,999,1274
"350",2020,3,"SP",42380,6190,36190,13909,28471,344,64,280,132,212,42724,6254,36470,14041,28683
"351",2020,3,"TO",1810,399,1411,761,1049,9,4,5,3,6,1819,403,1416,764,1055
"352",2020,4,"AC",956,381,575,487,469,12,5,7,6,6,968,386,582,493,475
"353",2020,4,"AL",3456,1424,2032,1727,1729,20,11,9,6,14,3476,1435,2041,1733,1743
"354",2020,4,"AM",5320,1795,3525,2687,2633,65,30,35,24,41,5385,1825,3560,2711,2674
"355",2020,4,"AP",1078,366,712,520,558,12,6,6,6,6,1090,372,718,526,564
"356",2020,4,"BA",12241,3814,8427,4943,7298,170,66,104,64,106,12411,3880,8531,5007,7404
"357",2020,4,"CE",7611,2173,5438,2998,4613,103,42,61,40,63,7714,2215,5499,3038,4676
"358",2020,4,"DF",2703,425,2278,832,1871,26,5,21,10,16,2729,430,2299,842,1887
"359",2020,4,"ES",4179,1013,3166,1508,2671,38,21,17,15,23,4217,1034,3183,1523,2694
"360",2020,4,"GO",6831,1334,5497,2726,4105,65,20,45,24,41,6896,1354,5542,2750,4146
"361",2020,4,"MA",6566,2181,4385,3369,3197,84,38,46,48,36,6650,2219,4431,3417,3233
"362",2020,4,"MG",17572,3498,14074,6065,11507,159,42,117,63,96,17731,3540,14191,6128,11603
"363",2020,4,"MS",3319,945,2374,1385,1934,40,18,22,15,25,3359,963,2396,1400,1959
"364",2020,4,"MT",4148,791,3357,1771,2377,41,11,30,12,29,4189,802,3387,1783,2406
"365",2020,4,"PA",8577,3281,5296,4521,4056,96,47,49,50,46,8673,3328,5345,4571,4102
"366",2020,4,"PB",3706,1226,2480,1581,2125,39,19,20,13,26,3745,1245,2500,1594,2151
"367",2020,4,"PE",8626,2815,5811,3800,4826,87,34,53,30,57,8713,2849,5864,3830,4883
"368",2020,4,"PI",2750,890,1860,1162,1588,30,10,20,9,21,2780,900,1880,1171,1609
"369",2020,4,"PR",11276,2581,8695,4093,7183,73,24,49,23,50,11349,2605,8744,4116,7233
"370",2020,4,"RJ",14434,3588,10846,5775,8659,168,61,107,74,94,14602,3649,10953,5849,8753
"371",2020,4,"RN",3053,1024,2029,1188,1865,31,15,16,19,12,3084,1039,2045,1207,1877
"372",2020,4,"RO",1765,486,1279,751,1014,16,3,13,7,9,1781,489,1292,758,1023
"373",2020,4,"RR",979,323,656,487,492,5,0,5,2,3,984,323,661,489,495
"374",2020,4,"RS",10201,2852,7349,3532,6669,65,27,38,22,43,10266,2879,7387,3554,6712
"375",2020,4,"SC",7304,1613,5691,2361,4943,64,18,46,22,42,7368,1631,5737,2383,4985
"376",2020,4,"SE",2325,903,1422,963,1362,34,15,19,9,25,2359,918,1441,972,1387
"377",2020,4,"SP",41459,6093,35366,13868,27591,314,74,240,108,206,41773,6167,35606,13976,27797
"378",2020,4,"TO",1681,364,1317,740,941,16,5,11,6,10,1697,369,1328,746,951
"379",2020,5,"AC",995,412,583,500,495,10,6,4,6,4,1005,418,587,506,499
"380",2020,5,"AL",3837,1625,2212,1893,1944,32,15,17,13,19,3869,1640,2229,1906,1963
"381",2020,5,"AM",6180,1994,4186,3169,3011,88,40,48,40,48,6268,2034,4234,3209,3059
"382",2020,5,"AP",1098,354,744,534,564,10,5,5,4,6,1108,359,749,538,570
"383",2020,5,"BA",13910,4324,9586,5597,8313,192,87,105,80,112,14102,4411,9691,5677,8425
"384",2020,5,"CE",8364,2379,5985,3332,5032,90,40,50,31,59,8454,2419,6035,3363,5091
"385",2020,5,"DF",3083,510,2573,920,2163,28,5,23,12,16,3111,515,2596,932,2179
"386",2020,5,"ES",4434,1183,3251,1621,2813,49,19,30,21,28,4483,1202,3281,1642,2841
"387",2020,5,"GO",7503,1491,6012,2864,4639,59,24,35,27,32,7562,1515,6047,2891,4671
"388",2020,5,"MA",7116,2377,4739,3602,3514,83,42,41,38,45,7199,2419,4780,3640,3559
"389",2020,5,"MG",20369,4126,16243,7073,13296,185,47,138,69,116,20554,4173,16381,7142,13412
"390",2020,5,"MS",3796,1126,2670,1565,2231,35,16,19,17,18,3831,1142,2689,1582,2249
"391",2020,5,"MT",4567,831,3736,1931,2636,32,9,23,12,20,4599,840,3759,1943,2656
"392",2020,5,"PA",9355,3582,5773,4892,4463,93,46,47,50,43,9448,3628,5820,4942,4506
"393",2020,5,"PB",4185,1455,2730,1721,2464,46,32,14,21,25,4231,1487,2744,1742,2489
"394",2020,5,"PE",9997,3302,6695,4405,5592,84,29,55,39,45,10081,3331,6750,4444,5637
"395",2020,5,"PI",2938,943,1995,1290,1648,29,13,16,12,17,2967,956,2011,1302,1665
"396",2020,5,"PR",11825,2638,9187,4189,7636,86,27,59,31,55,11911,2665,9246,4220,7691
"397",2020,5,"RJ",15812,3850,11962,6117,9695,188,80,108,80,108,16000,3930,12070,6197,9803
"398",2020,5,"RN",3413,1131,2282,1318,2095,28,10,18,10,18,3441,1141,2300,1328,2113
"399",2020,5,"RO",1917,514,1403,858,1059,16,6,10,7,9,1933,520,1413,865,1068
"400",2020,5,"RR",982,330,652,497,485,13,6,7,4,9,995,336,659,501,494
"401",2020,5,"RS",11137,3023,8114,3717,7420,74,37,37,36,38,11211,3060,8151,3753,7458
"402",2020,5,"SC",7987,1754,6233,2639,5348,68,22,46,30,38,8055,1776,6279,2669,5386
"403",2020,5,"SE",2472,965,1507,1033,1439,31,11,20,9,22,2503,976,1527,1042,1461
"404",2020,5,"SP",45911,6718,39193,15015,30896,359,71,288,128,231,46270,6789,39481,15143,31127
"405",2020,5,"TO",1787,382,1405,787,1000,24,6,18,8,16,1811,388,1423,795,1016
